No,News Title,Class,Prediction
54038,15-Year-Old Justin Bieber Tells Racist Joke in Resurfaced Video,Entertainment,Entertainment
31316,Office for iPad finally debuts,Technology,Entertainment
5572,Pingree Says Comcast-Netflix Peering Deal Is Net Neutrality Threat,Technology,Technology
17451,Reports: Reynolds American In Advanced Talks To Buy Lorillard,Business,Business
59106,FDA gives approval to battery powered migraine prevention,Medical,Medical
57865,E-Cigarettes: An end to smoking or the start of a new age?,Medical,Medical
9601,"Asia stocks muted as China data, Wall St weighed - KTVN Channel 2 - Reno  ...",Business,Business
3048,"Target earnings tumble, as botched Canadian expansion takes toll",Business,Business
63255,Cameras begin rolling on set of new Star Wars film,Entertainment,Entertainment
44147,"Oil rises above $107 as Iraq turmoil intensifies, raising fears of supply disruptions",Business,Business
35885,'Amazing Spider-Man 2' Interview: Emma Stone Teases Gwen Stacy's Possible  ...,Entertainment,Entertainment
39116,Prostate cancer in young men -- More frequent and more aggressive?,Medical,Medical
55111,EU Urges Russia Not to Disrupt Gas Flows to Ukraine,Business,Business
8931,Billionaire buys $201 million life insurance policy,Business,Business
20478,Rockford gas prices see another spike,Technology,Technology
27042,"Apple boasts of improved cameras, enhanced performance in re-released 'iPad 4'",Technology,Technology
36715,Planet Fitness Asked Woman To Cover Up Because Her Body Was TOO Toned?!,Medical,Medical
31481,Prosecutor Says 3 Charged in Turkey Mine Disaster That Killed 301,Business,Business
35605,Quickly rising Antarctica suggests 'runny' Earth,Technology,Technology
60841,MOVIE REVIEW: 'E.T.' imitation 'Earth to Echo' is passable form of flattery,Entertainment,Entertainment
17944,Online video competition's tipping point just tipped,Technology,Technology
28828,"Name, Shame—And Win?",Entertainment,Entertainment
19764,Lawmakers to press Pfizer CEO for job guarantees in proposed AstraZeneca  ...,Business,Business
1418,Is Justice Department on verge of criminally prosecuting big banks?,Business,Business
23949,"Australia Claims Victory Against Japanese Whaling in the Antarctic, UN Court  ...",Technology,Technology
57636,Bachelorette 2014 Spoilers: How Far Does Josh Murray Make It?,Entertainment,Entertainment
47165,New iPhone 6 Concept By Beckett,Technology,Technology
6426,US expected to raise interest rates in 2015,Business,Business
33354,"Michaels, Aaron Brothers confirms security breach of as many as 2.6M credit cards",Business,Business
10872,Alibaba Files for an IPO: Why You Should Care,Business,Business
11947,Caffeine Affects Boys and Girls Differently Post-Puberty: Study,Medical,Medical
57848,Lockheed Martin awarded major space radar contract,Business,Technology
11976,"Alcoa beats expectations, reports US$138 million in profit over Q2",Business,Business
46247,Scotland gives £2.2m to community groups to help tackle carbon emissions,Business,Entertainment
31037,May 21 video of parent comet for Friday night's meteor shower,Technology,Technology
53787,Bank told to return Argentine payment,Business,Business
59884,Top 5 Things to Expect From Google Android L,Technology,Technology
58824,"Amazing: Researchers develop low-cost, environmentally friendly solar cell",Technology,Technology
46559,Queen Bey's Sis Solange Knowles Attacks Jay-Z in Elevator – CCTV Raw Footage,Entertainment,Entertainment
41083,Adrian Mole was in the great British literary tradition of comic failure,Entertainment,Entertainment
43958,SC unemployment down in January,Business,Business
12710,Rob Kardashian Weight Gain Shocks Fans,Entertainment,Entertainment
2473,siliconANGLE » Is Heartbleed the sum of our open source fears?,Technology,Technology
12,Angela Bassett to direct Whitney Houston biopic for Lifetime,Entertainment,Entertainment
31405,Lindsay Lohan struggles to stay sober,Entertainment,Entertainment
46724,Senate committee to discuss marketing of e-cigarettes to youths,Medical,Medical
27546,Dino Tracks 1,Technology,Technology
38825,'Mad Men' all about smart women,Entertainment,Entertainment
49568,Water quality at NC beaches ranks among best,Business,Business
56292,"US job gains in June beat forecast, unemployment rate near 6-year low",Business,Business
44062,Akamai Withdraws Proposed Heartbleed Patch,Business,Technology
8896,"ABC Renews Agents of SHIELD, Picks Up Agent Carter, More",Entertainment,Entertainment
35125,Gold spikes as airliner shot down in Ukraine,Business,Business
48901,Amazon Foreshadows Internet Fights to Come,Business,Technology
39531,Kickstarter complaints overwhelm Facebook-Oculus deal,Technology,Technology
36452,drift mapping,Business,Entertainment
23126,"Rest in peace Archie, thanks for the laughs and lessons",Entertainment,Entertainment
25425,Painful to say goodbye to Don: Hamm,Entertainment,Entertainment
9618,"Kanye West's Bonnaroo performance long on hits, short on controversy",Entertainment,Entertainment
42149,"Consumer Goods Active Runners: General Motors Company (NYSE:GM), Tesla  ...",Business,Business
30976,"GM sales, car values steady despite recalls",Technology,Technology
11691,Sony PS4 Outsells Xbox One For Fourth Consecutive Month In April: NPD,Technology,Technology
49991,The vinyl countdown,Entertainment,Entertainment
32280,"Mismanaged approach, complex cockpit cited in Asiana crash",Business,Business
54153,Fireworks safety urged on July Fourth,Entertainment,Entertainment
3344,Pippa Middleton on that bridesmaid dress: 'It was meant to be insignificant',Entertainment,Entertainment
39104,Secret painting found hidden under Pablo Picasso's 'The Blue Room',Entertainment,Entertainment
32962,City Council Passes Resolution Urging Brunei to Sell Beverly Hills Hotel,Entertainment,Entertainment
36196,"HP announces 18% rise in profits, plans to cut up to 16000 jobs",Business,Business
50740,"Flickr Updates Its Mobile Applications to Version 3.0, Brings Fresh New Layout",Technology,Technology
55608,“Glee” Stars Twitter Accounts Hacked,Entertainment,Entertainment
20998,"Wu-Tang Clan Rapper Cuts Off His Penis, Jumps Off Building in Alleged Suicide  ...",Entertainment,Entertainment
25980,"'Dancing' kicks off with sass, sizzle",Entertainment,Entertainment
490,Preparations underway for Jessica Simpson's wedding at San Ysidro Ranch as  ...,Entertainment,Entertainment
45616,"Ford recalls 692K Escape SUVs, C-Max hybrids over airbags, door handles",Technology,Technology
37418,Mark Zuckerberg & Sheryl Sandberg Want Facebook Ads To Delight You As  ...,Technology,Technology
48190,How To Update A Samsung Galaxy Note 2 To Latest Android 4.4.2 Update,Technology,Technology
1612,Activist Holder Says Warren Buffett May Support Taking Coca-Cola Private,Business,Business
61448,Arab League rejects Israel as Jewish homeland,Entertainment,Entertainment
57569,"Weekend Movie Preview: March 21, 2014",Entertainment,Entertainment
7230,Brody Jenner Reveals Brother Brandon Once Smooched Stepsister Kim  ...,Entertainment,Entertainment
26812,Annual Flu Vaccination Reduces Children Hospitalization By 74%,Medical,Medical
63689,Exec shakeup: Entwistle to step aside as president and CEO of Telus,Business,Business
62650,Processed low-calorie foods are losing their place in supermarket shopping carts,Medical,Business
6330,Asia Index Futures Mixed as S&P 500 Idles Amid Bond Surge,Business,Business
55040,Editorial: Holy Week's story begins,Entertainment,Entertainment
46303,ECB's negative rate experiment only partial success so far,Business,Business
62790,New mosquito-borne illness concerns pest management pros,Medical,Medical
64184,Vermont to order labeling of genetically modified food,Business,Business
16353,Rio 2 a Mild Entertaining Fare,Entertainment,Entertainment
16858,Global Warming Hoaxers to Traumatized Kids: Cure Climate Anxiety with Activism,Technology,Technology
2956,Facebook. Are social networks manipulating us? What do you think?,Technology,Technology
60676,Apple Inc.'s (AAPL) OS X and iOS prove immune to security-wrecking  ...,Technology,Technology
51685,Search for MH370 could take 'decades': Malaysia Airlines,Business,Business
3156,Flight leaves for Liberia to evacuate Americans infected with Ebola,Medical,Medical
32396,Biofuel From Corn Stover May Be Dirtier Than Gasoline,Business,Business
6503,Monster Misses Out on Apple and Beats By Dre Purchase,Technology,Technology
50280,"Ann B. Davis, who played Alice on 'The Brady Bunch,' dies at age 88",Entertainment,Entertainment
27190,11 Reasons We Can't Ignore Alzheimer's Anymore,Medical,Medical
3287,Gas prices lowest all summer,Business,Technology
44164,PlayStation 4 sales top 7 million,Technology,Technology
17459,Another Obamacare Failure: Health-Care Spending on the Rise,Business,Business
6430,Mrs. Doubtfire Sequel Threatens to Exist,Entertainment,Entertainment
1138,Supreme Court's tech ignorance may help Aereo,Entertainment,Technology
4274,Head doctor at Sierra Leone Ebola...,Medical,Medical
34669,"Food poisoning risk higher in restaurants than at home, study says",Medical,Medical
305,"Mideast supply worries ebb, oil prices dip",Business,Business
62623,Surface Pro 3: Microsoft Holds First Surface Pro Cafe Event in Toronto,Technology,Technology
14634,Watch Miley Cyrus butcher 'Baby Got Back' then twerk while ordering some food,Entertainment,Entertainment
3468,"OkCupid, It's Not Okay To Experiment On People",Technology,Technology
59816,The last known moments of Malaysia Airlines flight MH370,Business,Business
42322,Best Buy Co PT Raised to $34.00 at RBC Capital (BBY),Business,Business
4775,Colbert in Twitter trouble for racial joke,Entertainment,Entertainment
15727,"Microsoft Surface Pro 3 Launched as iPad Air, MacBook Air Challenger",Technology,Technology
52702,"King George Crowned Entertainer, Miranda Wins Record Fifth Consecutive  ...",Entertainment,Entertainment
44303,State AGs Investigate eBay Breach,Technology,Business
7288,GM CEO Barra expects to testify about recall,Technology,Technology
19804,"Divergent to Split Last Book Into Two Movie, Release Dates Announced",Entertainment,Entertainment
42589,Scarlett Johansson holds it all together in Lucy,Entertainment,Entertainment
36202,Microsoft unveils the Surface Pro 3 tablet to compete with laptops,Technology,Technology
30213,Bowe Bergdahl movie in the works?,Entertainment,Entertainment
62880,"Time Warner Cable says Google, Netflix are threat to net neutrality",Technology,Technology
7019,Cory Monteith's mom on 'the horrendous' loss of her son,Entertainment,Entertainment
16575,"Nokia Q1 profit jumps 10 pct to $299 mn, beats expectations",Business,Business
50793,Apple said to prepare 12.9-inch iPad for 2015,Technology,Technology
29909,"Satellite data on MH370 to be out tomorrow… 'hopefully', minister says (VIDEO)",Business,Business
44244,Medical marijuana helpful in curing multiple sclerosis,Medical,Medical
25011,FDA Approves Merck's RAGWITEK(TM) (Short Ragweed Pollen Allergen Extract  ...,Medical,Medical
32911,Pride Issue 2014: Straight to pride,Entertainment,Entertainment
31198,"For Mick Jagger, these are the worst of times",Entertainment,Entertainment
59914,Lena Dunham Talks Love and Quitting Acting in Glamour,Entertainment,Entertainment
21618,Bee fossils from La Brea Tar Pits could hold clues to climate change,Technology,Technology
60358,Natco Pharma shares plunge as US SC agrees to hear Teva appeal,Business,Business
46291,Everything Is Lies: Gosling and McAdams Hated Each Other While Filming The  ...,Entertainment,Entertainment
42958,One Direction Fans React Furiously After Video Of Zayn Malik And Louis  ...,Entertainment,Entertainment
14005,"You'll never believe who punched Zac Efron in the mouth, or where it took place",Entertainment,Entertainment
53409,Mptf - Bosses Of The Night Before The Oscars Bash Join Beverly Hills Hotel  ...,Entertainment,Entertainment
33231,UPDATE 3-Apple seeks decisive US court ruling against Samsung,Technology,Technology
33861,China's government censored Weibo more on July 1 than it did on June 4  ...,Business,Business
21001,Apple Working on Largest Ever iPad,Technology,Technology
24466,The FCC extends net neutrality public comment period until June 18,Technology,Technology
61089,Mt Gox discovers 200000 'forgotten' bitcoin haul,Business,Business
1807,The TechEd 2014 Announcement Long Shortlist,Technology,Entertainment
9184,News in 90 Seconds,Technology,Entertainment
23150,"Argentina to urge Citibank, BONY to pay bondholders",Business,Business
65312,Ebola Virus-a Clear and Present Danger!,Medical,Medical
53205,FCC Blames Net-Neutrality Glitch on Budget Woes,Technology,Technology
22987,"The Zacks Analyst Blog Highlights: Tyson Foods, Hillshire Brands, Pilgrim's  ...",Business,Business
31273,Chris Martin To Mentor On 'The Voice',Entertainment,Entertainment
57889,"Malaysian Airlines Boeing 777 crashes in Ukraine near Russian border, killing  ...",Business,Business
